view_id,show_id,views_millions,watch_hours_millions,region,device_type,completion_rate
V445,d144a09c-3,134.57,337.43,North America,Tablet,64.67
V446,b2f76cd9-1,31.71,567.52,North America,Tablet,54.94
V447,86f87cda-7,29.84,342.44,Asia,Mobile,74.97
V448,ddfa0c31-9,162.02,364.26,Europe,Laptop,97.72
V449,0cdeeb09-4,96.48,,Asia,TV,76.35
V450,98ca928e-e,114.16,121.74,Europe,Mobile,99.7
V451,cbce76a4-2,119.53,575.13,North America,Tablet,58.05
V452,de59d257-4,70.53,484.43,Europe,Tablet,74.13
V453,2dd59734-9,67.97,471.22,South America,Mobile,39.85
V454,2dd7374f-6,47.52,75.34,Europe,TV,56.1
V455,12ff0b1e-8,123.51,52.55,South America,TV,89.53
V456,74cbe7f7-5,75.95,565.41,Asia,TV,66.91
V457,92dc6c6d-a,158.8,381.28,Asia,TV,76.09
V458,4b577306-b,54.86,306.76,Europe,Tablet,32.39
V459,3d9f3415-2,190.42,476.73,South America,Tablet,45.8
V460,13ec6a64-b,65.22,84.35,North America,TV,39.54
V461,86bb1b93-6,153.44,374.98,Europe,TV,88.7
V462,dec6d4dc-3,65.23,485.14,South America,TV,42.72
V463,ef7cf955-b,185.16,198.72,Europe,Laptop,92.04
V464,fa242827-a,16.71,64.78,North America,Mobile,62.84
V465,9073e228-e,197.87,496.13,Europe,TV,59.81
V466,f73f2def-a,37.27,479.59,Asia,Tablet,78.92
V467,5de06b4c-b,68.43,561.69,Asia,Laptop,55.11
V468,ff079090-1,121.1,110.41,South America,Tablet,62.47
V469,5c193693-b,20.1,589.49,North America,Mobile,62.02
V470,8853568d-1,103.47,246.17,Asia,TV,20.68
V471,11ed0334-8,48.48,158.5,Asia,Tablet,45.02
V472,eb5c7fd0-6,65.38,300.14,North America,TV,52.37
V473,05f5aea7-8,195.1,244.94,Europe,Laptop,74.38
V474,fbe94ec6-0,93.41,195.3,North America,Laptop,84.71
V475,03b6342f-f,195.4,404.12,Asia,TV,26.85
V476,af30387b-e,143.15,159.24,Asia,Mobile,51.05
V477,fd04d91e-2,150.18,481.7,Europe,Laptop,72.01
V478,44b04b4b-f,197.25,289.5,North America,Laptop,28.42
V479,c034def4-d,115.15,366.21,Asia,Laptop,64.9
V480,d64b659d-8,90.65,469.22,Asia,Mobile,52.25
V481,e698ef25-1,87.8,143.18,Europe,TV,85.18
V482,c111e387-7,189.76,362.53,North America,Mobile,61.24
V483,8e424c1e-a,190.02,23.05,Asia,Mobile,71.69
V484,91a658fa-d,188.6,199.78,Europe,Laptop,80.54
V485,f78c20a1-e,175.93,215.55,South America,Laptop,30.83
V486,12e09fef-2,80.93,153.01,Europe,Laptop,58.35
V487,82de4801-8,62.76,166.62,South America,Mobile,74.82
V488,221d6779-5,121.04,128.12,Europe,Tablet,27.89
V489,960e6005-f,193.25,91.34,Europe,TV,41.08
V490,43e4cbe0-a,105.44,385.73,North America,TV,84.04
V491,b981f8df-b,6.86,439.67,South America,Laptop,40.61
V492,1db0ed70-c,85.48,308.29,Europe,Mobile,78.76
V493,d731ddca-f,51.83,279.47,Europe,TV,40.11
V494,d4e14094-a,46.15,519.65,North America,TV,38.24
V495,20f6d1fc-d,47.94,317.43,South Am3rica,Laptop,42.16
V496,28ff9519-c,32.03,344.48,South America,Tablet,63.4
V497,3d1f2137-c,93.92,491.82,South America,Laptop,81.14
V498,d7d62ac3-5,44.2,260.87,North America,Mobile,84.04
V499,43e085c7-4,89.12,386.53,Asia,TV,47.15
V500,9e4f0ab7-7,12.25,516.27,South America,TV,49.17
V501,a8396c5d-8,178.04,541.32,Asia,Mobile,33.9
V502,e73977db-a,160.85,80.45,Europe,Mobile,28.65
V503,ce343d9d-7,80.76,456.48,Europ3,TV,23.18
V504,75cbcd3a-1,47.3,405.96,Europe,Tablet,97.61
V505,89d990af-9,114.13,77.7,Europe,Tablet,68.4
V506,5d15286a-6,138.74,122.09,North America,TV,83.07
V507,48d77608-a,90.77,92.07,Europe,Mobile,62.44
V508,273548c1-d,184.72,79.2,Asia,Mobile,68.45
V509,9ba03f7e-2,163.58,258.45,Asia,Tablet,45.35
V510,d6971ade-a,157.37,63.12,South America,TV,42.82
V511,63c3c9dd-a,117.75,183.8,South America,TV,46.91
V512,4f652782-2,2.5,400.45,South America,Laptop,58.87
V513,2bbc23ee-9,143.06,566.18,Europe,TV,69.92
V514,1cf4418d-e,90.68,517.4,Europe,Mobile,30.16
V515,9d65fb7e-7,75.54,350.07,Asia,TV,44.3
V516,05fe4912-6,47.29,430.16,Europe,TV,87.17
V517,06060343-3,62.44,316.59,South America,TV,98.44
V518,1c113305-e,45.07,329.84,North America,Tablet,32.04
V519,eda7b332-3,104.36,359.92,Europe,Mobile,70.89
V520,7bf8e1df-e,29.64,437.88,Asia,Tablet,80.33
V521,3a51aaee-2,161.02,4.26,Asia,Laptop,59.65
V522,e8c58fba-e,2.94,60.81,South America,Mobile,69.02
V523,95246e62-a,195.06,570.18,North America,Laptop,69.26
V524,8c28b67f-7,126.23,558.35,Europe,TV,71.2
V525,f07efdbe-4,153.15,213.23,Asia,Laptop,55.21
V526,adb87f64-7,16.63,190.3,North America,Laptop,69.7
V527,4dd6a58a-1,0.7,266.63,South America,Laptop,63.21
V528,f61c4646-6,181.06,333.9,Asia,Tablet,29.74
V529,aa2b0bf1-2,199.85,437.51,North America,TV,82.35
V530,7fa032fa-5,49.25,277.78,South America,Laptop,46.82
V531,0c35aa2f-1,38.77,506.6,Europe,Mobile,61.13
V532,09ed323c-2,50.22,46.39,South America,Laptop,39.7
V533,81678165-1,111.31,573.02,Europe,Laptop,35.59
V534,e70a8050-5,65.4,239.63,Europe,Tablet,54.6
V535,f12a7260-3,150.25,549.47,Asia,Mobile,69.7
V536,9e972af4-8,175.84,467.95,Europe,TV,54.51
V537,28e3edf9-6,158.84,322.28,South America,Laptop,55.77
V538,9d703803-0,181.86,176.86,North America,TV,
V539,a86aba0f-9,65.64,122.1,Europe,TV,62.54
V540,df91b3f3-e,198.42,441.93,Asia,Tablet,74.21
V541,4ba3b86c-a,10.71,121.9,North America,Laptop,70.54
V542,dbdccb14-a,178.86,303.4,North America,TV,90.34
V543,4e1dd882-6,73.13,148.84,South America,TV,98.88
V544,5618baa7-e,57.34,586.97,Asia,Tablet,72.5
V545,11657ac0-8,48.86,54.73,North America,TV,60.46
V546,1f28904e-c,98.13,510.17,North America,Tablet,88.91
V547,c4e634de-5,119.36,49.28,Europe,TV,28.81
V548,f69d9ff9-c,129.44,272.94,North America,Mobile,36.42
V549,37cc3613-6,102.17,428.39,North America,Tablet,92.01
V550,6e30df5f-a,97.98,572.44,South America,Mobile,50.09
V551,27b25413-0,107.6,488.2,Europe,TV,73.28
V552,93feff3b-5,,324.5,Asia,Mobile,57.02
V553,75a17ce5-d,158.89,427.48,Asia,TV,45.14
V554,3bf5c500-5,114.46,343.93,South America,Mobile,53.5
V555,8cd242ef-1,23.2,323.11,South America,Laptop,84.33
V556,7be09671-c,189.03,288.27,North America,Mobile,78.37
V557,cbc12935-b,49.42,587.33,North America,Mobile,35.16
V558,bcfc11f3-e,182.28,107.94,Asia,Tablet,73.32
V559,7dcd70cf-0,67.48,204.09,South America,Mobile,49.99
V560,45c2a055-2,114.13,198.1,South America,Laptop,29.24
V561,b37a6c56-0,121.82,283.6,Europe,Tablet,62.76
V562,c715d7c8-4,100.86,489.03,Europe,Mobile,31.1
V563,d5978f21-1,57.48,12.08,Asia,Mobile,36.23
V564,8c30d8aa-0,49.51,518.59,Europe,TV,39.46
V565,e9ffe777-8,184.18,597.15,Asia,Laptop,46.67
V566,0b9dbda4-b,7.01,57.78,Europe,Mobile,45.45
V567,9aeef010-3,170.91,563.97,North America,Tablet,29.59
V568,13f53830-8,133.99,458.0,North America,TV,84.71
V569,731404f5-e,194.2,72.09,North America,Mobile,85.2
V570,55bad593-3,68.83,441.55,South America,TV,61.86
V571,e83ea180-e,1.35,292.26,North America,Tablet,37.05
V572,0e1242e9-c,117.55,527.82,North America,TV,74.01
V573,a6cb4d9e-4,1.6,428.85,North America,Mobile,34.03
V574,49056b5c-7,87.57,,Asia,TV,33.74
V575,42aa836a-5,3.49,362.65,Asia,Mobile,70.74
V576,3639bb44-f,54.02,241.78,Europe,Mobile,65.32
V577,6c3cd347-4,159.03,,Europe,Laptop,74.39
V578,9a09357d-a,145.87,67.73,Europe,Laptop,84.21
V579,e61c21e6-c,94.57,10.8,South America,Mobile,23.83
V580,ea2bbe42-6,103.11,283.3,North America,Laptop,
V581,cc1fab78-b,31.41,399.95,Asia,TV,57.91
V582,53feb2cc-e,64.22,317.06,Europe,Tablet,27.36
V583,d3bbfff4-d,1.31,487.97,South America,Mobile,70.6
V584,4758d6f0-1,162.84,429.83,North America,Tablet,60.02
V585,22da9252-1,34.67,547.9,Europe,Laptop,48.11
V586,bfc971eb-3,37.68,110.2,South America,TV,82.88
V587,67c6de82-c,149.93,179.14,Europe,Tablet,92.7
V588,83a21f12-7,137.88,252.99,Asia,TV,21.76
V589,7cb13ffb-3,22.03,97.81,Europe,Mobile,69.85
V590,ffa71675-8,194.93,256.37,Asia,Mobile,31.56
V591,07d807b5-b,106.64,4.72,North America,TV,26.64
V592,3d3ebc3a-0,160.81,45.79,Asia,Laptop,85.2
V593,eab062c0-0,49.88,222.49,South America,Mobile,51.18
V594,1859ab2a-3,35.71,,Asia,Laptop,24.22
V595,eab59c75-2,131.79,,South America,Laptop,36.58
V596,9d69cfe4-0,185.61,351.13,Europe,TV,46.56
V597,739674c4-2,57.61,431.32,South America,Laptop,73.17
V598,05e982e3-d,5.89,430.09,North America,Tablet,56.01
V599,4c0cb552-7,4.9,110.52,South America,Mobile,99.11
V600,b27334c1-3,57.93,389.97,Asia,TV,23.36
V601,b0c62998-b,0.58,382.76,North America,TV,78.63
V602,bd60e6ad-6,176.33,458.19,Asia,Tablet,82.43
V603,ac28ae09-4,79.01,211.09,Europe,TV,51.02
V604,b9ab9f84-3,44.38,403.03,Europe,Mobile,55.51
V605,882bc88e-9,153.51,513.47,Europe,Laptop,74.24
V606,7589df22-0,127.99,275.71,Europe,Tablet,81.22
V607,d995b34d-2,31.09,545.14,Europe,Laptop,64.35
V608,1a1e1101-1,83.18,259.95,Asia,Mobile,50.49
V609,1a1f24d0-e,26.46,463.93,Europe,Mobile,68.85
V610,21d8c605-5,99.33,597.3,South America,Laptop,61.0
V611,a2a64632-b,99.12,455.74,Europe,TV,68.31
V612,3dd86bcf-c,67.05,533.98,North America,TV,22.89
V613,199d991f-7,17.26,250.04,North America,Laptop,50.4
V614,5dcb53fa-f,166.39,176.2,Europe,Tablet,43.24
V615,10090e53-7,136.5,320.39,South America,Tablet,64.12
V616,e2010e83-1,46.04,18.71,North America,Laptop,82.0
V617,4f4d1abf-7,33.03,544.26,Europe,Tablet,70.47
V618,cdadbb23-d,119.47,548.76,Asia,Mobile,96.89
V619,3b731544-7,10.93,244.05,Europe,TV,87.35
V620,da6c5b82-8,52.12,413.04,North America,Tablet,48.24
V621,3bae79d4-5,55.47,423.1,Europe,Tablet,57.94
V622,a4858daf-b,77.19,542.72,North America,Mobile,25.65
V623,a5a8535d-b,57.11,78.61,North America,Laptop,99.19
V624,934debb9-e,11.06,82.35,Asia,Laptop,81.91
V625,2bd45a11-9,186.05,66.69,Europe,TV,27.61
V626,3af95689-f,100.52,552.64,Asia,TV,95.18
V627,a76eac3a-a,112.62,304.05,Asia,Mobile,99.1
V628,e55b5a10-8,33.74,421.75,Asia,Tablet,46.57
V629,e84fe75a-9,,100.37,North America,Tablet,35.09
V630,5927112a-7,48.09,444.03,Europe,TV,58.46
V631,dfaf96eb-9,68.44,536.71,South America,Laptop,31.63
V632,abce1b19-3,195.77,408.78,Asia,Tablet,43.73
V633,7308ebd3-d,35.62,452.87,South America,Tablet,88.59
V634,32d641c0-7,33.9,536.6,South America,TV,63.17
V635,297b8803-0,178.48,444.33,South America,Tablet,49.17
V636,bf16aa60-d,123.73,578.35,North America,TV,31.08
V637,86593aab-e,121.42,395.59,South America,TV,50.59
V638,1011aa0f-9,68.96,194.2,Europe,Tablet,88.22
V639,418dba45-5,145.9,59.83,South America,Mobile,81.55
V640,212cb1ae-c,87.4,166.03,South America,TV,85.1
V641,aa606321-0,175.5,181.38,Europe,TV,58.05
V642,a6d46593-1,193.45,533.89,Asia,Mobile,69.98
V643,1b04e773-4,49.83,507.35,Asia,TV,56.17
V644,f5b336b9-2,57.64,368.04,South America,Laptop,55.83
V645,3606874c-c,21.02,321.88,North America,Tablet,91.79
V646,a07444aa-7,61.57,187.6,europe,Tablet,89.61
V647,daa556b0-b,61.9,486.14,North America,Mobile,85.72
V648,e1264085-6,185.61,184.93,Europe,TV,76.82
V649,c330bcab-a,36.36,181.82,South America,Mobile,89.84
V650,27f2ae67-8,42.85,28.9,Europe,Mobile,65.62
V651,10a0e600-5,60.54,44.83,Europe,Tablet,27.31
V652,c54055e2-9,179.73,537.18,Europe,Mobile,27.04
V653,c5614cf1-e,34.27,2.08,Europe,Laptop,87.03
V654,c9792ca8-8,68.66,436.52,North Am3rica,Laptop,61.09
V655,3e11297a-0,151.92,313.93,South America,Mobile,75.28
V656,a7c23c5e-0,8.35,1.8,North America,Tablet,94.02
V657,0fda8afc-c,158.45,404.5,Europe,Laptop,77.68
V658,e82ce7e3-a,178.44,200.15,Europe,Laptop,81.05
V659,0e0b2f02-b,74.39,589.1,South America,TV,86.1
V660,3e3eec2d-5,134.99,450.28,Asia,Tablet,53.98
V661,51462f26-3,51.38,36.42,Europe,TV,73.42
V662,2807adcd-f,21.36,227.98,South America,TV,75.76
V663,3486983c-3,11.77,17.21,South America,Tablet,47.11
V664,df8dd28e-d,164.15,173.87,Europe,TV,55.36
V665,de378646-2,98.96,93.87,South America,Laptop,64.26
V666,1af0d46a-4,149.85,504.31,North America,Mobile,35.51
V667,16d1a284-c,59.8,202.52,Asia,Tablet,50.69
V668,d89313c1-e,16.36,178.7,North America,Mobile,37.1
V669,61eb2006-9,18.81,40.75,North America,TV ,94.07
V670,22a294ed-1,45.76,237.85,Asia,Laptop,31.6
V671,1497b243-f,91.18,36.19,Europe,Tablet,30.64
V672,de0d60a4-9,60.02,195.32,Europe,Mobile,52.7
V673,544e9c71-2,47.33,426.23,Europe,TV,30.79
V674,952715af-c,157.77,47.77,Asia,Laptop,38.92
V675,c01c34e6-7,120.72,11.07,Europe,TV,83.36
V676,283432d7-3,64.77,486.16,Asia,Laptop,95.97
V677,ef4a44fa-8,150.56,567.62,Europe,Tablet,46.45
V678,d50d344c-f,193.72,407.4,North America,TV,95.24
V679,10b768cb-3,132.3,199.65,North America,TV,98.45
V680,d76624ec-8,149.9,10.92,Asia,Tabl3t,44.87
V681,7c26a1a6-3,142.09,36.86,Europe,Tablet,30.24
V682,cbce8c49-2,44.53,45.75,Asia,Mobile,85.45
V683,af85f08e-a,111.09,507.59,North America,Tablet,55.77
V684,49e62f7b-0,188.43,16.79,North America,Tablet,70.09
V685,fd8a9488-6,19.7,361.52,North America,Tablet,39.32
V686,7c3be11f-3,50.77,394.31,North America,Laptop,76.36
V687,ae6ff125-d,91.32,378.77,Asia,Mobile,44.08
V688,c1aea370-c,28.33,98.86,Asia,Mobile,49.44
V689,77b62d32-1,65.91,294.28,Europe,TV,36.74
V690,5748716b-7,137.07,267.49,Europe,Tablet ,89.69
V691,19bf5868-a,160.71,310.67,North America,Mobile,59.22
V692,d4b0620b-4,110.0,464.08,North America,TV,98.56
V693,1c886bea-b,104.98,435.29,North America,Mobile,33.63
V694,ecd86610-b,136.83,510.69,Asia,Mobile,70.69
V695,82033b3e-f,190.42,24.63,South America,Mobile,27.36
V696,bb29c1c9-5,122.34,22.42,South America,Laptop,25.28
V697,d7a092e4-f,192.93,356.07,Europe,TV,84.03
V698,a1148e3d-5,181.43,288.09,Asia,Laptop,86.72
V699,48b4272e-4,87.69,194.49,North America,TV,57.62
V700,39dddb3a-2,168.47,11.42,South America,Tablet,72.46
V701,f4727aff-5,100.0,261.7,North America,Mobile,72.58
V702,5f430c8e-3,10.56,411.43,South America,Laptop,60.53
V703,ec991bd7-1,199.29,235.52,Asia,Mobile,55.34
V704,3c6685db-a,86.04,132.06,Europe,Laptop,73.81
V705,991412a6-5,178.19,503.09,Asia,Tablet,58.9
V706,a0edc8c7-8,120.95,182.78,North America,Tablet,63.44
V707,67620a4c-1,4.29,,South America,Laptop,74.92
V708,4638f023-a,61.39,308.46,Asia,Mobile,
V709,7a978916-e,11.35,52.39,Asia,Mobile,59.57
V710,2377d5e0-8,188.1,532.5,North America,TV,43.59
V711,10459657-6,27.07,194.14,South America,TV,55.45
V712,3d6a2714-f,39.01,580.26,South America,Laptop,30.34
V713,87f61df2-8,183.05,40.09,North America,Tablet,52.92
V714,fdce3f94-9,125.9,100.59,North America,Mobile,85.74
V715,25044ffb-e,184.21,524.66,South America,TV,95.03
V716,3478f926-6,59.42,200.86,Europe,Tablet,53.65
V717,4d984e9e-1,19.94,538.74,Asia,TV,
V718,f2a20ab9-e,7.78,359.98,Europe,TV ,40.37
V719,c79408ed-b,175.18,49.11,South America,Mobile,37.93
V720,6bf39304-9,90.64,328.59,South America,Mobile,34.75
V721,02cc1523-c,67.5,263.83,Europe,Mobile,21.98
V722,4aecb6af-a,175.06,274.33,South America,Tablet,81.44
V723,ae3c4964-e,69.82,42.98,South America,Laptop,43.19
V724,4d739b92-1,158.5,518.5,Asia,Laptop,74.05
V725,83c03c37-c,44.89,92.69,North America,TV,57.5
V726,9c6f3bef-d,92.84,30.43,Europe,Tablet,98.87
V727,e250d69c-f,54.6,109.75,Europe,Mobile,93.85
V728,b51710b7-e,36.78,461.57,North America,Laptop,41.71
V729,654133a1-a,,14.47,South America,TV,52.91
V730,2d790fdd-b,125.18,132.4,North America,TV,88.56
V731,2e35164a-5,91.26,296.01,Asia,Laptop,35.04
V732,a870dca3-f,92.66,235.55,Asia,Tablet,59.91
V733,112f9add-4,77.11,486.73,Europe,Laptop,36.62
V734,3043f636-5,94.47,38.82,Asia,TV,37.57
V735,e82be4af-0,101.64,286.3,Europe,Tablet,34.93
V736,043d4d6c-8,74.43,552.56,North America,Tablet,98.21
V737,a6e9a610-f,195.38,284.73,North America,Mobile,38.46
V738,5e7a9e47-6,153.95,594.6,Asia,Laptop,58.9
V739,6664f9f4-8,133.8,298.17,South America,Laptop,27.92
V740,201712e1-3,173.01,543.28,South America,Mobile,25.95
V741,1b13d9e0-a,35.57,167.15,Asia,Mobile,31.47
V742,5989721f-0,91.88,5.09,Asia,Laptop,28.66
V743,263102c7-4,119.21,439.92,North America,Mobile,94.31
V744,b9a1c8b5-d,194.1,428.11,Europe,TV,39.43
V745,08daf40a-e,62.71,418.02,Europe,Mobile,54.01
V746,77bb05f5-7,23.2,313.51,North America,Tablet,76.73
V747,fdaf9dbe-b,33.68,246.24,Asia,TV,23.61
V748,ef0a65ac-4,159.59,548.28,Europe,Tablet,98.63
V749,2b15baf3-2,176.39,492.23,North America,TV,79.37
V750,1c3b2d9d-9,62.41,47.55,North America,Laptop,54.07
V751,4f1f914f-1,92.11,362.15,Europe,TV,35.72
V752,300c0ab3-1,61.47,273.54,South America,Mobile,25.01
V753,49003528-d,178.84,474.83,North America,Laptop,49.22
V754,d6921706-1,39.48,578.95,South America,Laptop,62.53
V755,2fb70044-5,13.31,460.54,North America,Tablet,32.33
V756,b631f3ef-0,110.74,336.57,,Mobile,30.96
V757,59660d81-b,125.85,266.04,Europe,Mobile,44.14
V758,4d83c7f5-1,197.26,435.35,Asia,Laptop,23.3
V759,b356963b-9,26.75,551.88,Europe,Tablet,70.79
V760,fc621ce7-0,,278.38,South America,Tablet,74.99
V761,71a4d11a-b,74.2,467.25,Europe,Mobile,23.44
V762,bea4fe83-4,22.93,290.23,North America,Mobile,67.94
V763,334a4abd-9,142.57,43.7,Asia,Laptop,20.54
V764,023cb2eb-d,86.32,4.88,South America,TV,39.22
V765,6312133a-0,90.27,420.53,Asia,Tablet,27.01
V766,580103c4-f,124.1,525.58,North America,TV,55.59
V767,48048ebf-2,168.73,333.57,South America,TV,91.21
V768,c3c8b33a-8,187.92,224.42,North America,Tablet,39.36
V769,f5471566-0,132.77,526.32,Europe,TV,27.6
V770,0f652b5e-4,105.4,342.85,North America,Laptop,54.97
V771,52eb39ed-c,117.05,26.36,Europe,TV,71.89
V772,c748bc6f-0,127.59,255.82,South America,Laptop,46.4
V773,5d308ce0-c,139.02,551.02,Asia,Tablet,53.93
V774,6bfac595-b,115.52,186.02,Asia,TV,86.03
V775,feb3b0d0-7,124.58,184.66,North America,Tablet,49.11
V776,,175.27,105.64,North America,Mobile,74.52
V777,9a01b5ff-d,138.18,238.17,Europe,Laptop,94.55
V778,0d2ba57d-3,188.84,358.65,North America,TV,82.25
V779,00a62a75-5,163.36,473.1,South America,TV,96.18
V780,f317577c-5,111.17,168.33,South America,Tablet,69.71
V781,e11513c3-b,3.91,343.84,Asia,Tablet,67.11
V782,c6cdf80b-6,45.57,469.72,North America,Laptop,28.59
V783,7450190c-d,105.43,324.93,Europe,Mobile,96.6
V784,57de1c54-5,80.7,384.34,Europe,Tablet,66.89
V785,dfba6c5f-6,146.3,384.02,North America,TV,40.81
V786,bf8cc252-b,67.31,99.35,North America,Tablet,49.81
V787,8f1f2b2b-f,176.77,491.83,North America,Mobile,29.56
V788,518301c2-3,40.52,379.0,North America,TV,46.9
V789,a6b430a1-6,74.71,138.57,South America,Mobile,39.1
V790,96880448-d,81.27,105.36,Europe,Mobile,25.93
V791,a7259687-0,,145.37,South America,Mobile,29.21
V792,be62c486-1,103.86,37.73,Asia,TV,35.78
V793,62de3944-0,149.07,219.68,Asia,TV,58.13
V794,6e39e5a4-e,129.82,540.68,Europe,Mobile,93.05
V795,27ab7322-0,68.62,298.3,Asia,Laptop,40.34
V796,eec5090a-d,195.91,383.25,Europe,TV,21.99
V797,61e01a71-6,97.51,130.14,Europe,Laptop,98.96
V798,c788486d-4,93.53,93.92,North America,Laptop,81.04
V799,60399fb1-2,69.06,463.98,South America,Mobile,63.78
V800,bde55479-a,103.14,304.84,North America,Tablet,32.81
V801,56ca4510-2,87.17,147.93,North America,TV,87.71
V802,5c1185f7-c,137.58,166.0,Asia,Laptop,63.87
V803,48b466ce-3,9.28,510.43,Europe,Tablet,97.52
V804,e4a5393d-6,148.64,448.67,Europe,TV,43.88
V805,17c7b9fe-3,39.23,92.46,North America,Mobile,24.99
V806,216a2ec9-d,167.25,367.64,Europe,Mobile,80.97
V807,26df8471-3,24.23,3.81,,Mobile,86.55
V808,136151c2-5,188.8,213.51,Europe,TV,76.96
V809,a1061f48-4,6.25,350.17,North America,Tablet,32.26
V810,8a8164e3-0,101.71,62.61,Asia,Tablet,26.43
V811,79346fa2-e,79.49,496.43,Europe,Laptop,25.23
V812,d1511e36-4,63.85,549.9,Europe,Laptop,73.37
V813,e4a0dd43-c,142.95,391.12,South America,Tablet,79.4
V814,79ca315c-0,89.01,27.26,South America,Mobile,45.34
V815,bae2f66d-9,86.28,110.64,Asia,Laptop,24.24
V816,5ef6ad2e-a,169.47,289.45,South America,Mobile,38.6
V817,f01169ce-a,80.6,370.15,Europe,TV,21.61
V818,5dea940c-5,193.07,18.68,South America,Tablet,47.18
V819,7bc8e1a1-3,31.34,157.46,North America,Tablet,33.39
V820,0bf4f4fa-8,14.94,240.64,Europe,TV,46.71
V821,d1a0ea22-d,67.5,270.74,South America,TV,68.65
V822,7b3f4d57-8,143.04,23.27,North America,Tablet,59.65
V823,eb12310c-3,5.63,316.03,North America,Mobile,49.86
V824,30d87ef0-e,116.67,453.38,South America,Mobile,26.68
V825,da8077d2-6,50.78,78.74,Asia,TV,71.28
V826,8f86b4f2-3,22.31,235.11,Europe,Tablet,46.42
V827,426330fb-6,27.47,582.95,South America,Laptop,72.03
V828,8d153a64-0,166.44,119.93,Europe,Mobile,86.97
V829,88198dd0-8,157.37,505.87,Europe,Tablet,39.3
V830,772658fb-5,17.36,401.24,South America,Tablet,62.02
V831,b04845af-f,127.71,479.15,South America,Tablet,69.83
V832,f6d8ebdc-8,129.41,575.37,North America,Mobile,49.5
V833,92e56c44-5,23.05,248.92,Asia,Tablet,68.97
V834,c97b9533-6,19.04,433.26,North America,Laptop,76.43
V835,c9bc5bc1-6,133.01,350.68,Europe,Mobile,22.51
V836,a87bcbcd-3,125.32,253.64,Europe,Tablet,75.12
V837,2bfb5e0f-3,176.76,117.34,Europe,Mobile,88.71
V838,541a0e54-9,167.74,55.38,South America,TV,81.32
V839,e17fc476-9,85.51,273.73,Europe,Tablet,71.24
V840,d322b631-4,91.02,169.62,Europe,Tablet,58.63
V841,b116b62e-3,38.27,479.99,Asia,Tablet,31.96
V842,d6e4d846-b,80.6,283.39,Asia,TV,65.89
V843,a04c71ca-4,198.06,553.27,Asia,Mobile,92.25
V844,7e0320c8-d,84.79,568.46,Asia,Tablet,99.07
V845,218a2655-8,52.16,110.09,South America,Mobile,72.06
V846,d10288bb-b,162.25,225.55,Europe,Mobile,88.65
V847,4b5a2bba-3,6.22,247.22,Asia,TV,85.57
V848,b7fc7cbd-e,21.98,408.17,Asia,Laptop,29.57
V849,939d2c9a-3,145.86,225.28,North America,Mobile,
V850,c76444e1-4,181.56,48.5,Asia,Mobile,64.1
V851,9fbfb3ab-5,89.83,484.1,Europe,Laptop,54.23
V852,87b342ae-b,145.42,305.15,South America,Tablet,44.48
V853,3e77e20d-0,,457.25,South America,Tablet,78.68
V854,ca84221a-0,192.19,503.38,North America,Mobile,98.52
V855,aaece899-5,62.09,521.64,Asia,TV,36.5
V856,6ac08c4d-3,15.95,23.71,Asia,Mobile,23.13
V857,6360c62f-d,47.5,115.21,South America,Laptop,27.96
V858,6bddbefe-c,107.76,125.98,North America,Mobile,88.93
V859,4f9dd1c3-7,122.92,,North America,Tablet,68.21
V860,0b9f93a1-d,,371.31,South America,Laptop,63.25
V861,566dc1e4-8,74.92,380.38,Europe,Mobile,56.1
V862,a2f368d7-5,135.28,582.06,South America,Laptop,98.52
V863,39100f5a-f,195.48,155.55,North America,TV,93.94
V864,a8abb05d-d,113.54,451.71,Asia,Mobile,80.66
V865,8e7b1951-e,64.7,299.93,South America,Mobile,49.87
V866,13044226-1,47.77,434.26,North America,Mobile,43.85
V867,0cdb8985-5,12.35,209.54,North America,TV,68.52
V868,5774215b-9,88.57,444.15,Europe ,Tablet,38.48
V869,de0d1bd4-5,60.88,237.15,North America,TV,57.96
V870,594d60c4-3,158.14,241.42,Europe,Laptop,30.19
V871,d98cfd91-5,64.24,274.39,Europe,TV,70.91
V872,95d3d5cc-f,17.38,561.55,North America,Tablet,22.28
V873,a494dcd1-2,17.04,246.8,Europe,Mobile,90.95
V874,5b0df629-3,92.87,43.13,South America,TV,50.44
V875,f4abd781-b,99.32,364.4,Asia,Mobile,37.86
V876,54615772-b,85.57,370.89,South America,TV,25.23
