show_id,title,type,release_year,genre,rating,director,country,language,date_added,imdb_score,budget_millions,age_certification
06cd0c7c-8,Staff enough,Movie,2007,Romance,PG-13,Lauren Anthony,France,Spanish,2022-12-22,4.3,266.86,All
d76d52ec-6,Small mind state,TV Show,1982,Drama,R,William Turner,United States,Korean,2024-08-28,3.1,278.08,All
26fc36ef-e,Yet southern,TV Show,2016,Action,G,Timothy Baker,South Korea,Japanese,2023-06-17,4.0,280.91,Adult
d211c479-f,Decade tonight,Movie,1995,Drama,PG-13,Austin Fleming,Japan,Hindi,2019-10-15,2.3,235.35,Kids
9bf00bd5-5,Almost recognize pretty,TV Show,2010,Sci-Fi,PG-13,Tyler Schultz,United States,Japanese,2023-09-13,3.3,39.43,All
d182dba3-3,Mr,Movie,2009,Thriller,R,David Church,United States,Japanese,2022-06-27,9.2,81.15,Teen
6e044633-3,Somebody second strategy less,tv show,1988,Thriller,PG-13,Jason Lyons,United Kingdom,French,2020-12-06,1.9,288.33,All
95ca8780-0,Establish station,TV Show,2002,Horror,TV-14,David Caldwell,France,Japanese,2023-02-19,8.5,216.17,All
4951b583-0,Article accept,TV Show,2001,Romance,G,Taylor Shaw,South Korea,Hindi,2020-11-18,3.3,90.76,Adult
1716fa8f-4,State decide actually never,Movie,2006,Romance,TV-MA,Donald Davis,Japan,French,2025-12-09,2.6,281.77,Adult
aaed186c-a,Outside mean,TV Show,2018,Documentary,TV-MA,Wendy Boone,Japan,Korean,2022-01-19,9.5,118.14,Adult
d1d5405a-1,Thus ahead,Movie,1985,Horror,G,Courtney Atkins,Canada,Spanish,2020-07-03,3.8,261.02,Kids
554f063c-d,Society account what,TV Show,2013,Romance,R,Kyle Lyons,United Kingdom,English,2019-09-19,1.2,11.95,Kids
bcdae101-d,Almost,TV Show,2022,Romance,PG-13,Patricia Gomez,France,French,2020-07-06,9.9,94.49,All
2207ce0e-e,West size hospital commercial,Movie,1998,Animation,TV-MA,Stephanie Oneal,Canada,English,2023-04-14,3.0,240.56,Kids
7dce6954-7,,TV Show,1998,Documentary,G,Randy Jones,France,Hindi,2021-12-02,7.4,122.94,Teen
734d58a0-5,Man foot set,TV Show,2003,Horror,G,David Church,India,Korean,2021-12-15,7.6,295.79,Teen
5d627e2a-2,Whose believe there,Movie,1997,Romance,TV-14,Brendan Hayes,India,Hindi,2021-03-13,6.8,178.51,Kids
48e22835-d,Often deal glass college,Movie,2016,Comedy,PG,Jessica Foster,Japan,Hindi,2018-08-11,9.5,212.7,Teen
db1e4c56-8,College store,Movie,1997,Comedy,PG-13,Jessica Berry,India,French,2023-11-06,3.9,25.41,Adult
ca5b9e40-e,Three own available,Movie,2001,Animation,PG,Angela Collier,United States,Hindi,2025-04-13,3.7,192.26,Teen
821fdf3d-3,Stop indeed why such,Movie,1987,Sci-Fi,TV-MA,Natalie Cross,Japan,Spanish,2022-11-20,4.2,16.86,Teen
80663104-c,Part specific,,2019,Animation,TV-MA,Elizabeth Rice ,France,English,2024-04-18,7.7,295.52,Kids
52f7150b-9,Water wonder move country,Movie,1980,Horror,PG-13,Brendan Hayes,Canada,English,2019-03-18,3.8,228.09,Teen
a987258b-7,Purpose shake feel,Movie,2022,Action,G,Mary George,Canada,Japanese,2021-01-22,7.7,273.91,Teen
cf82d8a9-5,High movie detail,Movie,1984,Thriller,R,Amanda Preston,Japan,Japanese,2018-12-04,8.4,199.74,Adult
64235a3c-7,Season kitchen single,Movie,1998,Drama,G,Mr. Carlos Lawrence,South Korea,French,2018-07-07,7.8,126.78,All
94c7e5fa-a,Reveal area whole,TV Show,2021,Drama,G,Jane Trevino,India,Japanese,2021-03-26,2.2,283.8,Kids
5653339b-b,North threat claim,TV Show,1991,Comedy,PG,Joel Rowe,United States,French,2025-08-07,2.0,,All
1fd042b6-d,Mouth official,Movie,2007,Drama,R,Jason Lyons,France,Korean,2018-10-22,5.4,79.33,All
1495ebe4-1,,TV Show,1995,Horror,G,Michael Horn,India,Japanese,2018-09-15,5.0,122.54,Teen
18faad8c-f,Read house well,TV Show,1999,Animation,PG,Lindsay Reynolds,Japan,Hindi,2021-02-19,8.7,51.71,Teen
f522bb8c-b,Wide increase,TV Show,2012,Thrill3r,TV-14,David Caldwell,Japan,Spanish,2025-10-19,1.6,207.45,All
d8753448-2,Always would blue,Movie,2010,Horror,R,Christy Rangel,France,French,2019-03-05,3.1,63.51,All
9b27ccdc-e,Defense cell,Movie,1980,Horror,G,Jeffrey Quinn,Canada,Japanese,2023-04-04,5.9,73.12,Kids
95f36ac0-8,War career,TV Show,2019,Comedy,TV-MA,Walter Alvarez,South Korea,Hindi,2023-04-09,1.2,55.08,All
942cb714-0,Research north western different,Movie,2016,Horror,PG-13,Brenda Delacruz,France,Japanese,2020-09-28,6.8,73.79,Teen
d7a373f8-b,Record piece institution condition,Movie,1989,Horror,PG,Jesse Willis,France,Japanese,2020-11-17,9.0,89.19,Teen
ce9cc128-0,Fine issue,TV Show,1994,Documentary,TV-14,Robert Garcia DVM,South Korea,French,2025-01-24,8.8,25.96,All
9f73d0e3-c,Future water,Movie,2015,Sci-Fi,TV-14,Robert Robertson,South Korea,French,2019-01-25,7.4,263.48,All
e4df1725-5,Air audience pay,TV Show,1996,Horror ,TV-MA,Laura Dunlap,Japan,English,2022-01-15,7.4,186.01,Kids
86998cd6-2,Town,TV Show,2021,Sci-Fi,R,Michael Jensen,Canada,Japanese,2020-08-03,8.9,183.09,All
6418e971-c,Piece outside address,TV Show,2005,Horror,TV-14,Christopher Irwin,South Korea,Hindi,2024-04-05,6.9,75.64,Kids
e26010f4-d,Benefit deal,TV Show,2020,Thriller,PG,Diane Odonnell,United Kingdom,,2019-01-21,6.3,61.19,Teen
84bdda64-f,Rule no must,TV Show,2007,Action,TV-MA,Jennifer Brady,Japan,French,2018-02-22,4.6,92.88,
03f9a6d8-a,Buy box read,TV Show,2019,Romance,TV-14,Geoffrey Wagner,India,Hindi,2020-06-14,5.4,22.44,Teen
a846bdae-1,Amount threat late,TV Show,2014,Action,TV-MA,David Pope,Canada,English,2024-03-26,6.8,151.51,Adult
1e5fdbd0-a,Region sell,TV Show,2009,Sci-Fi,R,Dr. Dale Miller,Canada,Japanese,2024-01-27,5.3,52.78,Kids
2463f43b-6,Understand side,Movie,2011,Thriller,TV-14,Angela Collier,Canada,French,2025-08-14,4.2,276.19,Teen
72144ef7-2,Local according color method,TV Show,1994,Romance,G,Robert Adams,United Kingdom,Japanese,2021-04-06,9.5,237.26,Teen
3d626b83-2,Threat,Movie,2005,Comedy,TV-14,Nicole Smith,United States,Japanese,2023-05-06,2.7,214.38,Adult
eca46abc-1,Right money,Movie,1986,Animation,R,Ernest Velasquez,India,Japanese,2022-07-07,6.0,200.42,Adult
73e9a357-f,Chance cup,Movie,1986,Thriller,PG-13,Jesse Flores,United Kingdom,Japanese,2021-07-25,3.7,171.3,Adult
b0fe117d-d,Population minute produce,Movie,2020,Thriller,G,Valerie Lawrence,Canada,Hindi,2023-06-23,3.6,278.84,Teen
af2bf3e8-e,Something memory,Movie,1985,Action,R,Michael Rivera,France,Hindi,2023-10-18,,151.03,Adult
0149d5d1-5,Series sell,TV Show,1986,Thriller,G,Summer Dorsey,United States,Japanese,2021-04-23,7.4,123.62,Teen
6a311fc0-3,Only partner,Movie,2017,Documentary,PG,Lauren Anthony,United Kingdom,French,2022-02-16,5.0,259.41,All
f726f109-a,Doctor she,Movie,1988,Action,PG-13,Lisa Meyers,India,Japanese,2021-05-18,6.9,52.65,Kids
221e135d-3,Participant production other,,2017,Sci-Fi,TV-MA,Timothy Knight,United States,English,2025-03-11,4.6,17.15,Teen
0bbbd261-f,Democratic way our,Movie,2003,Action,TV-14,James Bowers,Canada,English,2021-06-07,,129.3,Kids 
38453a10-a,Born sometimes,Movie,2013,Sci-Fi,TV-MA,Brian Jones,United Kingdom,Korean,2024-08-29,1.1,79.65,Teen
7eb0dd2d-a,Point,Movie,2005,Comedy,TV-14,Ryan Ford,India,Japanese,2019-02-14,7.1,69.61,All
ab5661a1-b,different stay,Movie,2009,Action,TV-MA,Melissa Gutierrez,Canada,Spanish,2022-09-08,4.0,125.58,All
f7ad3314-f,,TV Show,2025,Thriller,PG,Kyle Davis,United States,French,2023-02-07,7.3,266.78,Teen
39a304bb-6,West,TV Show,2025,Action,TV-MA,Joanna Lee,Japan,french,2023-03-19,9.9,100.01,Teen
38d17052-4,Somebody learn but,TV Show,1993,Romance,R,David Holland,Japan,Hindi,2021-11-23,7.5,184.59,Teen
328e22b4-8,Campaign everybody,Movie,1981,Romance,PG,Kendra Peterson,India,Spanish,2025-11-07,2.3,167.2,Adult
f94e543b-6,Health finish,TV Show,1998,Animation,TV-MA,David Lee,France,French,2021-08-13,3.2,19.24,Kids
88eb7a9e-f,Computer financial,TV Show,2015,Romance,TV-MA,Patricia Wilkins,South Korea,Korean,2026-01-18,6.8,210.17,Kids
7c1f2656-9,But low,Movie,1986,Action,R,Nicholas Johnston,Canada,Korean,2022-03-08,6.1,30.72,Teen
98eb1b23-d,Common continue,TV Show,1987,Documentary,G,Cindy Craig,South Korea,English,2024-03-23,4.8,104.75,Kids
996ddeab-5,Wait,TV Show,2007,Action,R,Victoria Joseph DDS,,Japanese,2024-09-21,4.1,221.34,All
3a9b51fe-5,Class doctor maybe,TV Show,1989,Comedy,TV-14,Philip Kelley,United Kingdom,Korean,2020-11-01,9.2,240.27,All
ffb89ec6-1,None report,Movie,1984,Action,G,Jennifer Allen,South Korea,French,2026-01-21,7.5,67.89,All
0a73216e-8,Model,TV Show,2004,Animation,TV-MA,Bruce Sanchez,Canada,Spanish,2024-10-21,2.3,259.94,All
829aa269-8,Leave open community have,TV Show,2024,Documentary,PG-13,Susan Rogers,France,Japanese,2024-09-04,5.4,197.7,All
3cb096f3-d,Treat usually weight,Movie,2015,Drama,G,Mercedes Vega,France,Spanish,2023-05-07,5.4,258.25,All
66216b78-4,Life green,TV Show,2024,Romance,PG-13,Mercedes Vega,United Kingdom,English,2018-03-01,4.9,75.89,Adult
983e507c-2,Mr worry table,Movie,2002,Thriller,r,Timothy Baker,France,Japanese,2025-01-14,2.5,56.62,Adult
56cc5186-8,Trouble person,TV Show,2013,Thriller,TV-MA,Michelle Clay,South Korea,Spanish,2024-10-16,6.0,218.97,Adult
dd11995e-c,Feeling road play,TV Show,1983,Sci-Fi,G,Michelle Watson,India,French,2024-05-19,9.3,56.88,Adult
5085331c-b,Become,Movie ,2022,Romance,PG-13,Jane Trevino,United States,Hindi,2020-03-08,7.5,13.15,Teen
fba7cd17-4,Agent month church,Movie,1984,Action,R,Lisa Lopez,Canada,French,2019-04-11,1.4,49.91,All
9d3d373b-5,Detail oil himself,Movie,1981,Thriller,TV-14,Stephanie Lopez,France,Spanish,2025-12-14,6.5,8.75,Teen
d8c70be2-2,Buy laugh edge,Movie,1989,Thriller,TV-14,Christopher Irwin,Japan,Japanese,2024-03-16,6.8,30.51,All
8bc2acd5-8,Manager seem,TV Show,2009,Action,G,Tanya Bailey,India,Spanish,2024-12-31,8.0,,Teen
6fd6a3d0-e,Age well ok,Movie,2003,Action,TV-MA,Lisa Lopez,France,Japanese,2024-09-23,8.9,42.91,Teen
45ec9db1-9,Long mission,Movie,1982,Animation,PG,Thomas Mcneil,France,English,2021-08-11,4.6,167.13,Adult
1c397e26-c,Much rest important,Movie,2019,Documentary,PG-13,Edward Hernandez,United Kingdom,Spanish,2019-06-24,5.2,176.44,Adult
8ebbe7fe-f,Investment but keep,TV Show,1998,Documentary,TV-14,Nicholas Jones,United States,Japanese,2020-11-29,5.2,170.92,Teen
9a6be27a-9,Ago interesting I,Movie,2002,Romance,TV-14,Jessica Anderson ,South Korea,Korean,2024-10-10,6.0,29.36,All
84377585-1,Drive could,TV Show,2011,Horror,TV-MA,Michael Hancock,India,Korean,2019-05-28,,77.2,Teen
6b023406-2,Ask,Movie,1988,Horror,TV-MA,Bryan Wagner,France,Korean,2023-11-04,1.4,186.79,Kids
3363f5be-d,Travel always sometimes,Movie,1995,Animation,R,Jonathan Copeland,India,Spanish,2025-05-01,3.6,268.25,All
ff0b2cdc-b,Student policy argue,TV Show,2019,,PG-13,Sheila Douglas,France,French,2021-10-13,9.0,276.23,Kids
a9d7c2f7-9,Guy draw,Movie,2014,Animation,PG-13,Laura Rodriguez,United Kingdom,French,2020-12-19,7.2,167.71,Teen
872927c1-1,Brother appear,TV Show,1994,Drama,R,Jane Rivas,United States,Hindi,2025-04-24,2.2,178.76,Adult
27ebd85e-5,Area clearly ability,Movie,2020,Comedy,PG-13,Jeremy Nelson,France,English,2024-03-19,7.1,291.24,Kids
c44aed88-c,Civil,TV Show,2024,Action,PG-13,Lydia Young,France,Hindi,2022-12-03,9.8,156.83,Teen
49b8cba4-a,Tonight include marriage,TV Show,1995,Sci-Fi,PG-13,Katie Thornton,France,Spanish,2022-09-02,6.4,69.74,Adult
e6748a82-f,Through thus onto,TV Show,2013,Documentary,R,Helen Harrison,France,Spanish,2021-03-29,3.2,36.72,Adult
69965a67-2,Smile current responsibility,Movie,2005,Horror,PG-13,Jane Trevino,India,Korean,2020-05-27,9.8,188.65,Kids
7c10c316-0,Leg police church,Movie,2006,Drama,R,Jessica Williams MD,Canada,English,2023-10-17,1.4,218.76,Teen
3b93c8de-d,Company also month,Movie,2002,Romance,TV-14,Kristina Smith,Japan,Korean,2024-11-23,5.5,83.08,Adult
068f9ec8-8,Down spend course,Movie,2004,Action,R,,Japan,English,2019-10-06,9.5,298.65,Teen
1fc5aef4-f,Foreign choice smile,Movie,2019,Animation,TV-MA,Luke Brown,United Kingdom,Spanish,2025-07-20,2.7,61.83,Kids
50d18d62-1,Name write think,TV Show,2009,Drama,PG-13,Luke Brown,Canada,Japanese,2022-02-27,5.4,148.6,Kids
06422bd7-2,Bit your,Movie,2013,Sci-Fi,PG-13,Catherine Mccall,South Korea,Korean,2020-03-11,6.6,68.09,Teen
e2ee695b-d,News,Movie,1996,Action,TV-14,James Harris,Canada,French,2023-11-18,5.6,83.7,Teen
3c544c1e-1,Everyone,TV Show,1993,Documentary,TV-MA,Matthew Hernandez,United Kingdom,Hindi,2021-08-10,3.7,214.72,Adult
383c7589-7,Relationship eye memory beat,Movie,1987,Romance,G,John Camacho,United States,Spanish,2024-02-01,4.1,115.37,Teen
e6bf5f87-6,Condition take they pull,TV Show,2014,Sci-Fi,G,Kevin Roberts,United States,French,2023-02-13,4.6,232.24,Teen
6bf91685-e,Plant skill,TV Show,2001,Horror,PG-13,Tyler Schultz,Japan,Spanish,2021-11-08,2.5,208.43,Teen
facbdabe-e,Or drop building,TV Show,2002,Romance,PG-13,Jeremy Holmes,United Kingdom,Hindi,2018-11-15,1.4,211.56,Adult
c1b22260-2,More both,TV Show,1999,Comedy,TV-MA,Nicole Stone,United Kingdom,English,2025-05-10,7.2,219.85,Adult
16b6bcb3-b,Six now,TV Show,2016,Animation,PG,Christopher Irwin,Canada,Hindi,2025-08-10,1.7,63.03,All
3654a71a-7,Thousand hit,TV Show,1992,Documentary,PG-13,Larry Marsh,South Korea,Spanish,2020-06-23,4.7,240.0,Kids
ae6bc03d-c,Visit concern by,Movie,2008,Sci-Fi,PG-13,David Rogers,Canada,Spanish,2023-05-10,5.3,114.28,Teen
8212f99f-1,Sign bit father bar,Movie,1992,Comedy,PG-13,James Tucker,South Korea,Korean,2018-06-04,9.6,78.87,All
989e0463-4,Available significant,TV Show,2016,Comedy,TV-MA,Carly Greene,Canada,Spanish,2023-06-26,7.4,79.58,Kids
faceda23-3,Cause carry,TV Show,2005,Romance,PG,Mrs. Tonya Horn MD,India,Japanese,2023-04-07,9.1,95.08,Adult
5bd411b7-4,Believe,Movie,2004,Drama,PG,Jessica Anderson,Japan,English,2020-07-13,1.0,211.6,All
66c27d35-2,Family language,TV Show,2012,Documentary,PG,Sean Stevenson,Canada,Japanese,2025-06-03,6.3,42.93,Adult
d8a231ca-d,Attack standard thing enough,TV Show,1980,Sci-Fi,TV-MA,Brian Hall,United Kingdom,Hindi,2024-08-18,3.5,260.72,Kids
b3f7f173-3,Politics scene,TV Show,1991,Sci-Fi,TV-MA,Jordan Lopez,France,Spanish,2021-09-16,8.3,280.94,Teen
08773496-c,building produce,Movie,2002,Animation,G,Terry Smith,India,Japanese,2021-01-21,1.8,26.08,Adult
ad89c36c-d,Fast amount,TV Show,1981,Animation,G,Ms. Laurie Carlson,Japan,English,2021-12-28,4.4,185.34,Teen
2475980e-4,Lose technology,Movie,2024,Sci-Fi,PG,Bethany Benton,,Spanish,2018-06-28,8.2,223.98,All
1e38846e-9,Good,Movie,1983,Sci-Fi,G,Paula Moore,South Korea,Hindi,2018-08-10,2.5,105.49,Teen
56f51e43-d,magazine top,Movie,2005,Drama,PG-13,Justin Middleton,,English,2021-12-22,9.6,26.01,Kids
55b74b4f-9,Me difference area,Movie,2009,Sci-Fi,TV-14,Maria Rivers,United States,Hindi,2023-04-30,10.0,140.18,Teen
b055340b-b,Air threat,TV Show,1988,Drama,PG-13,Caitlin Leon,India,French,2018-03-23,3.6,74.65,All
eafb271e-5,Thank ability,TV Show,1988,Drama,R,Juan Ward,India,French,2024-11-19,5.9,262.56,Teen
21752939-c,Direction,TV Show,2023,Romance,PG,William Ellis,India,Hindi,2024-11-01,9.2,286.21,All
41dbab94-7,American room,Movie,2007,Animation,PG,Jessica Tanner,United States,French,2025-12-10,9.7,7.75,Teen
33d656d1-b,Laugh sit decide table,TV Show,2009,Animation,PG-13,Jeff Wilson,Japan,French,2020-09-20,1.9,251.43,Adult
772e15cd-1,Option Republican start,tv show,1981,Comedy,TV-14,Chris Gibson,United Kingdom,Korean,2019-08-08,8.4,233.24,Teen
80121fbd-5,Score wide,Movie,1995,Documentary,TV-MA,Diana Torres PhD,Japan,Spanish,2023-08-16,3.7,108.12,Adult
c14fa1c5-3,Black southern free,Movie,2014,Horror,R,Lisa Mayo,Canada,Japanese,2018-05-28,1.2,120.51,All
cde58862-9,Least reduce,Movie,2013,Comedy,G,Michelle Matthews,South Korea,Korean,2025-01-20,5.9,107.82,Kids
822fd1d7-e,Specific include my should,TV Show,1989,Comedy,PG-13,,Japan,English,2024-09-01,1.0,272.25,Adult
ec33ff2f-0,show let bit,TV Show,1986,Horror ,PG,Joel Rowe,South Korea,Korean,2018-08-02,2.9,42.74,Kids
46b3283d-4,Myself win group,Movie,2007,Romance,PG-13,Cynthia Cruz,Canada,French,2022-07-13,2.9,215.2,Teen
86b982ef-c,Team,TV Show,2017,Thriller,PG-13,Mary Roberts,France,English,2018-03-16,7.1,23.2,Teen
fe8efed9-8,Player create statement,TV Show,1981,Action,PG-13,Tiffany Clark,France,Japanese,2019-10-21,3.5,129.3,Adult
ae999c13-a,Discover authority,TV Show,1981,Romance,PG,Diane Odonnell,United States,Korean,2021-12-25,4.6,170.46,Kids
7bed974e-8,Window TV tough,TV Show,1983,Horror,G,Gloria Brown,India,Japanese,2024-06-30,3.1,124.26,Adult
2fa77e4c-8,Under leg hit,TV Show,2005,Drama,TV-MA,Caleb Martin,South Korea,Hindi,2020-05-03,1.1,202.42,All
e651e7cc-5,Energy successful no,TV Show,1986,Comedy,TV-14,Christopher Williams,United Kingdom,Japanese,2020-01-23,2.6,117.97,Teen
6e35e60c-f,Certainly,TV Show,2006,Documentary,R,Elizabeth Malone,South Korea,French,2023-08-27,5.9,85.18,Kids
a700db57-6,Culture including,TV Show,2008,Comedy,G,Sydney Woods,South Korea,Hindi,2018-03-04,5.4,222.61,Teen
102c5e55-2,International possible coach,TV Show,2021,Thriller,TV-14,Mercedes Vega,India,Japanese,2019-03-02,7.2,189.88,Teen
ba6bbdf5-4,Visit door use,,2023,Animation,TV-MA,William Turner,United Kingdom,English,2023-01-23,3.5,297.23,Teen
15aac47d-2,Million film arrive,Movie,2018,Sci-Fi,PG-13,Lisa Nash,Canada,Japanese,2019-03-30,6.5,172.78,All
9a4706bf-8,Tough will,TV Show,2007,Thriller,TV-MA,Nicholas Richardson,United States,French,2020-08-31,4.4,158.6,Kids
d434c972-d,Blood all,Movie,1986,Animation,TV-MA,Sharon Taylor,United Kingdom,Japan3s3,2019-06-20,5.6,136.0,Teen
352d122b-c,Respond realize degree,TV Show,2003,Drama,TV-14,Bethany Benton,France,Spanish,2024-07-09,4.5,146.23,Teen
e87562d5-9,Call sport good,TV Show,2015,Documentary,TV-14,Michael Rivera,United States,Korean,2022-11-16,5.1,262.35,Teen
3273f8af-0,Book son decide,TV Show,1991,Romance,TV-MA,Andre Arnold,India,Hindi,2023-11-09,3.1,106.69,All
aa585c2a-5,Hour culture,TV Show,1994,Comedy,TV-MA,Kayla Arnold,South Korea,English,2022-10-09,5.8,229.06,Teen
411077ef-9,Present record memory,TV Show,2016,Comedy,PG,John Michael,United States,Korean,2021-03-09,5.8,169.47,Adult
68362805-c,Amount benefit control,TV Show,1986,Documentary,G,Scott Lee,France,Hindi,2022-01-18,2.5,256.34,Adult
312edb6b-b,White Democrat particularly,Movie,2017,Sci-Fi,G,Jessica Foster,Canada,,2023-08-16,7.1,36.18,All
fcebaff4-0,Interesting debate,Movie,2003,Sci-Fi,R,Greg Harris,South Korea,French,2020-08-16,7.0,220.19,All
63ae39fc-6,Year service radio,Movie,1993,Horror,PG,Dana Riggs,Canada,English,2022-11-23,7.9,115.12,Teen
1bf4124d-0,You late best,TV Show,1983,Horror,PG,Richard Barnett,United States,French,2024-12-22,9.3,147.36,Kids
f21e36d0-2,None religious,Movie,1985,Action,tv-ma,Jonathan Jones,South Korea,Korean,2025-03-02,7.4,237.13,All
a17f0eaa-3,Likely around view,TV Show,2008,Romance,G,Christy Rangel,Japan,Japanese,2023-07-15,4.3,198.67,Teen
03d1ffcc-7,Politics when,TV Show,1997,Action,PG,Brandon Henderson,Canada,English,2020-12-18,6.9,239.73,Kids
afd04d21-5,Owner,TV Show,2016,Sci-Fi,R,David Holland,United Kingdom,Hindi,2023-02-02,2.9,55.74,Teen
19cd37d2-3,Age avoid plant analysis,TV Show,1989,Animation,R,Scott L33,United Kingdom,English,2021-01-31,6.8,94.23,Teen
70339683-e,Lose from,TV Show,1992,Horror,PG,Christopher Irwin,Canada,Hindi,2024-09-15,5.5,291.89,Teen
12425078-7,Term,Movie,2016,Romance,PG,John Hester,Japan,Japanese,2024-07-31,5.0,262.87,All
8a3ae8cc-1,Two dream,TV Show,2005,Action,R,Denise Williams,France,Hindi,2023-04-16,9.1,208.65,All
c1e0cedc-6,Fall second maintain,TV Show,1986,Comedy,TV-MA,Caitlin Leon,Canada,Hindi,,7.6,10.45,Teen
f2c4c9e9-7,Example out,Movie,2005,Action,TV-MA,Bradley Massey,United Kingdom,Spanish,2023-02-14,9.9,231.58,Kids
b3d12596-a,At key,TV Show,1993,Action,G,Terry Ramirez,India,Hindi,2022-05-12,4.2,196.06,All
908bc189-0,Second effect,Movie,2015,Thriller,TV-MA,Heather Jones,Japan,French,2018-07-21,1.9,207.32,All
a6d8ced6-7,Walk just than,TV Show,2005,Animation,R,Jesse Flores,Canada,Korean,2024-04-11,6.1,51.68,Teen
d5c1c0a7-6,,Movie,1986,Romance,PG-13,William Gilbert,Japan,Spanish,2019-07-05,4.0,39.06,Adult
784c7178-1,Water raise treat,TV Show,1990,Comedy,R,Joel Rowe,South Korea,French,2024-06-02,3.0,208.18,Teen
33409f4e-7,Cultural final,TV Show,1985,Horror,PG,Jennifer Brady,Japan,Hindi,2023-04-18,9.6,260.25,All
4e8b87ca-6,Third better,Movie,1995,Animation,TV-MA,Lisa Wells,France,English,2022-09-14,1.7,72.39,Teen
e20d26f9-0,Condition whose start democratic,Movie,2009,,PG-13,Brendan Hayes,United Kingdom,Hindi,2025-07-21,4.8,283.71,Teen
17bf17e5-1,Through note sense,TV Show,1997,Action,G,Anthony Reese,United Kingdom,Korean,2023-11-17,6.8,88.62,Adult
46a08d5b-0,Least,Movie,2023,Thriller,G,James Stephens,United Kingdom,Hindi ,2024-03-22,2.2,187.13,Teen
0c5b1b0a-3,May together,Movie,2010,Romance,R,Michael Johnson,United Kingdom,Spanish,2024-08-29,8.1,100.74,Teen
ec4088ea-4,Always central,Movie,1988,Thriller,TV-MA,Brian Hall,Canada,Korean,2023-12-08,8.4,103.45,Kids
c7bdcb52-3,Long concern fear,TV Show,1982,Drama,R,Tyler Schultz,United States,English,2022-06-21,9.7,91.06,Teen
3c9cdb61-a,Speech foot,Movie,2001,Animation,R,Rebecca Mayo,United Kingdom,English,2024-11-29,5.2,64.1,Kids
0d874332-d,Parent them,Movie,2019,Sci-Fi,R,Nathan Singleton,France,French,2018-05-02,8.1,50.24,Kids
07f13d2a-e,Important remember,Movie,2012,Animation,TV-14,Christopher Williams,South Korea,Korean,2023-10-15,2.1,196.74,All
8acb2853-6,Listen election,Movie,2017,Thriller,G,Susan Rogers,,French,2019-06-14,6.0,137.0,Teen
4f393b9d-d,Threat arrive,Movie,1996,Comedy,PG-13,Ryan Cook,France,Hindi,2024-06-05,3.6,190.24,Kids
a29dc2a1-9,Not center,TV Show,2004,Drama,PG-13,Robert Jenkins,Canada,Korean,2023-07-06,8.1,131.15,All
b2f0b4af-1,Bar I,TV Show,2010,Drama,R,Michael Brandt,Canada,English,2026-01-15,8.1,214.42,Kids
e1722323-9,That building result,Movie,1985,Romance,PG-13,Tara Weaver,Japan,French,2021-10-31,8.6,32.59,All
37c1d357-3,Total crime more theory,Movie,2005,Animation,TV-14,Jeremy Scott,India,English,2022-10-10,4.9,155.97,Kids
