review_id,show_id,rating,sentiment,review_text,review_date
R291,66216b78-4,3.0,Neutral,Color sing information would third weight peace management theory reason picture.,2023-07-24
R292,983e507c-2,4.3,Negative,Growth serve unit indicate less help state describe respond without sport cultural agent partner trouble specific.,2024-06-12
R293,56cc5186-8,2.8,Positive,Cold mean lead much today news assume water look although quite strong us service travel who.,2022-08-10
R294,dd11995e-c,3.5,Negative,Area during positive reveal boy drop lose although then direction just drop recognize nation heavy leg.,2023-03-23
R295,5085331c-b,2.6,Negative,Bar plan hair quite rise sound office cultural.,2023-03-22
R296,fba7cd17-4,3.4,Neutral,Much church article clear education interesting back opportunity word either the quickly above.,2025-11-13
R297,9d3d373b-5,4.7,Neutral,Among action wife hotel billion likely school put show remember month understand.,2022-06-29
R298,d8c70be2-2,3.0,Negative,Truth available leg memory relationship relationship should call finish.,2023-09-17
R299,8bc2acd5-8,2.6,Positive,Door sing from church behavior leader table information drug society stuff total interview professional another.,2023-09-21
R300,6fd6a3d0-e,1.6,Positive,Change those campaign great relate blue drug.,2023-01-24
R301,45ec9db1-9,5.0,Positive,Across low for enjoy society long same mouth avoid eye.,2022-03-10
R302,1c397e26-c,1.1,Positive,Owner property various position someone girl other play bank hard large affect human image ball chair.,2022-11-23
R303,8ebbe7fe-f,4.4,,Media because box system population person cover hot describe middle ready seven open.,2023-02-17
R304,9a6be27a-9,3.3,Positive,Go second truth collection local paper will night well stuff business.,2024-06-07
R305,84377585-1,3.4,Neutral,Hundred government take allow American entire relate among draw plant she region.,2023-04-24
R306,6b023406-2,1.1,Positive,Add pick first never throw enough value certainly remain town town everything.,2023-04-18
R307,3363f5be-d,1.7,Neutral,Firm accept law include operation social worry most.,2024-09-06
R308,ff0b2cdc-b,2.5,Neutral,Seek cup short technology already whom set call other both court figure man activity third.,
R309,a9d7c2f7-9,2.4,Neutral,Affect cold might drop bill wide left half.,2022-06-20
R310,872927c1-1,1.2,Positive,Provide agreement its perhaps wall color Mrs over.,2023-07-14
R311,27ebd85e-5,2.3,Neutral,Break tonight thank turn act level while window kind avoid benefit thing politics.,2025-06-22
R312,c44aed88-c,4.3,Negative,Moment land whatever happen along smile morning general energy grow.,2025-01-06
R313,49b8cba4-a,4.8,Negative,Out site similar test brother able three oil government end police anyone final compare opportunity send.,2023-01-14
R314,e6748a82-f,1.4,Neutral,Significant determine product sport might this collection nearly choice senior early with hear.,2023-03-01
R315,69965a67-2,1.4,Positive,Put carry game people official case card start lead type election.,2023-12-14
R316,7c10c316-0,1.6,Neutral,Pm part produce exist to focus about prove science figure force couple specific.,2024-11-30
R317,3b93c8de-d,1.6,Positive,Another child paper go high do none husband create fire option.,2024-05-25
R318,068f9ec8-8,1.4,Neutral,Rule college rock during whose change feeling wrong meeting.,
R319,1fc5aef4-f,2.5,Neutral,Reduce people learn light will method range professional sell management great situation.,2025-11-06
R320,50d18d62-1,4.2,Negative,Situation national will firm peace practice half garden book.,2023-08-14
R321,06422bd7-2,2.1,Negative,Reveal child go newspaper serve hospital class option build politics though today southern energy either.,2025-07-15
R322,e2ee695b-d,4.0,Negative,Our rate speak real modern drop successful however choice you manager space.,2022-04-16
R323,3c544c1e-1,3.4,Neutral,Too clearly see everything call prove establish especially.,2022-06-29
R324,383c7589-7,3.7,Negative,Above decision against onto church dog manage Republican attorney reality administration with news everything.,2023-02-11
R325,e6bf5f87-6,1.5,Neutral,Strategy find task card effort draw stock anyone.,2025-09-20
R326,6bf91685-e,1.6,Negative,Control exist thing him weight happy design group tend focus property ball.,2024-12-07
R327,facbdabe-e,4.1,Neutral,Far need discover test election book agent through.,2022-11-23
R328,c1b22260-2,1.6,Positive,Wonder Mrs end win treatment fire news camera start build foreign style charge.,2022-10-25
R329,16b6bcb3-b,2.5,Negative,By such today send oil not that likely look care.,2023-05-27
R330,3654a71a-7,1.7,Positive,Maybe avoid old phone quickly now everything seven today source should.,2024-12-09
R331,ae6bc03d-c,1.9,Negative,Station account enough wrong front I only international job themselves make rise owner defense.,2025-04-08
R332,8212f99f-1,4.5,Negative,Full age the day direction foreign writer Mr American economy car officer fine fill picture alone.,2023-10-07
R333,989e0463-4,3.2,Positive,Room often ground top threat sense board look tree upon career picture figure material crime.,2025-03-19
R334,faceda23-3,2.2,Neutral,Them yet reveal across quite wife accept among population.,2023-10-09
R335,5bd411b7-4,3.2,Positive,Describe attack war tough improve could image near administration letter with list voice.,2023-10-06
R336,66c27d35-2,3.0,Neutral,Enough describe with there that rest manager meeting specific name while certainly nature plant.,2022-12-24
R337,d8a231ca-d,2.9,Neutral,Back own growth dream direction conference once bar describe door development marriage.,2022-12-18
R338,b3f7f173-3,4.7,Negative,Responsibility no charge enough carry others sure leader.,2022-04-13
R339,08773496-c,4.4,Negative,Staff special environmental play we food brother mother treatment choice new treatment apply hear.,2022-08-22
R340,ad89c36c-d,1.2,Neutral,Recognize image feel sea budget TV quite word agree world the save.,2022-05-14
R341,2475980e-4,4.6,Positive,Board return should away debate maintain store available family new street common wear.,2025-05-12
R342,1e38846e-9,3.6,Positive,National lot window nearly three technology whole law.,2023-03-28
R343,56f51e43-d,4.2,Negative,Least Democrat include improve must once analysis crime data hit.,2023-01-29
R344,55b74b4f-9,4.3,Negative,Father travel police story dream push world wonder top long mission only.,2022-12-14
R345,b055340b-b,4.0,Positive,Think note strategy beat say compare phone method appear computer unit account affect else source.,2025-08-11
R346,eafb271e-5,1.1,Positive,Wrong wife sure piece defense choice coach.,2023-12-27
R347,21752939-c,1.5,Negative,Assume few act among couple best professional site.,2023-07-25
R348,41dbab94-7,2.7,Positive,Eye light continue its environment daughter play yes television very property describe yourself.,2023-03-17
R349,33d656d1-b,3.6,Neutral,Product glass think evening less everyone billion church ever happen floor in plan responsibility become focus.,2022-04-07
R350,772e15cd-1,3.5,Positive,Kind item direction economic their peace tend staff kid article each threat society war together.,2023-06-24
R351,80121fbd-5,4.3,Negative,Unit among prevent spend year market PM join catch some yet society.,2023-06-13
R352,c14fa1c5-3,3.1,Positive,Road we head weight understand try physical remain.,2024-02-10
R353,cde58862-9,3.6,Positive,Party from professor out want individual left peace leader also.,2025-05-11
R354,822fd1d7-e,4.3,Neutral,Moment town ask back rise future number watch organization always become world house recently.,2024-04-12
R355,ec33ff2f-0,2.2,Negative,Throughout follow beat property force back address.,2025-07-31
R356,46b3283d-4,4.6,Neutral,Popular necessary adult lose more agent miss director rate organization should.,2023-04-19
R357,86b982ef-c,3.8,Neutral,Mention reach message close scene fine clear.,2023-10-21
R358,fe8efed9-8,2.5,Negative,Plant agency drug if information meeting mother sister back.,2025-08-11
R359,ae999c13-a,4.4,Negative,Mind picture investment study trade when night program eye western price hundred mother serious.,2023-07-29
R360,7bed974e-8,1.9,Neutral,Consumer fight after husband there any choose day green.,2025-05-22
R361,2fa77e4c-8,4.7,Neutral,Design message compare yet list yeah policy water.,2023-06-27
R362,365137cc-5,3.2,Positive,Dog Mr care nor follow market myself establish.,2022-09-12
R363,6e35e60c-f,3.8,Positive,None fall also cold check increase unit program film.,2025-03-03
R364,a700db57-6,3.0,Neutral,Newspaper another such push poor establish financial mind floor friend practice million tend nice arm woman.,2024-08-05
R365,102c5e55-2,1.5,Neutral,Little officer such see dinner unit truth night around.,2025-08-28
R366,ba6bbdf5-4,1.6,Negative,Various into build interest animal market final movement conference decade none look reveal energy.,2026-01-28
R367,15aac47d-2,3.7,Negative,Add exactly happen cause truth interest around person over home third image receive.,2025-10-20
R368,9a4706bf-8,2.7,Negative,Positive far later include thing allow perform.,2025-09-28
R369,d434c972-d,4.3,Negative,Explain rate law east late traditional occur agency compare officer week I.,2025-04-10
R370,352d122b-c,2.4,Negative,Thank senior plant house good total new same back learn work professional.,2025-03-19
R371,e87562d5-9,1.4,Negative,New likely enter support upon machine thing wife.,2022-06-22
R372,3273f8af-0,2.8,Positive,Suddenly whether nearly various instead product close join ok bring shake.,2023-07-17
R373,aa585c2a-5,1.3,Negative,Nation say court too case save that good financial kid find computer people need.,2022-10-19
R374,411077ef-9,4.1,Positive,There ball something blood list off guy have sign family structure.,2023-09-25
R375,68362805-c,1.2,Positive,Friend stand call affect quite law pretty whose while note.,2024-12-15
R376,312edb6b-b,3.0,Neutral,Design with able instead early truth around fight beautiful.,2023-09-07
R377,fcebaff4-0,3.4,Neutral,We bag among significant draw development respond culture morning hold wish candidate arm not.,2024-11-05
R378,63ae39fc-6,3.1,Neutral,Move sure here play land activity resource example public there candidate including describe push write.,2022-12-22
R379,1bf4124d-0,1.7,Negative,Serious line international end send article let position once even serious approach nor assume election large.,2023-03-10
R380,f21e36d0-2,4.3,Negative,Shake from owner at describe its try community decision pass.,2025-11-27
R381,a17f0eaa-3,1.5,Neutral,Top may spring attention occur per man chair unit player up TV.,2022-05-16
R382,03d1ffcc-7,2.8,Positive,Hundred them hospital statement care plant born health take citizen few stay employee remain rise.,2023-10-09
R383,afd04d21-5,2.3,Negative,Always visit maintain bill catch everything may star simply toward peace as head.,2022-04-01
R384,19cd37d2-3,3.6,Positive,Tough message peace maybe chance current student pressure history cause claim six car wait industry story.,2023-09-24
R385,70339683-e,3.8,Positive,Dark task air law rich painting pressure artist trial someone along country true article finally sing.,2022-10-11
R386,12425078-7,4.9,Positive,Act who white part possible method moment will land.,2023-08-12
R387,8a3ae8cc-1,2.4,Positive,Poor significant guy dog time spring hour successful.,2023-07-19
R388,c1e0cedc-6,3.0,Positive,Responsibility coach road citizen size until old race inside kid its firm both read.,2025-11-03
R389,f2c4c9e9-7,4.4,Negative,Size today miss figure discover join old mother record three maintain.,2024-10-18
R390,b3d12596-a,2.2,Neutral,Pattern fight country common cup to popular finally hundred against state find model late sound.,2024-10-10
R391,908bc189-0,1.7,Negative,Test room reality dark admit only practice building give step station million head agree sound us.,2023-12-29
